GID;NOMBRE;OBSERVACIONES;TIPO_LOCAL_SEL_DOM;THE_GEOM.SDO_POINT.X;THE_GEOM.SDO_POINT.Y
 1085;En vía pública;C8-n69, En 1476;En via publica; 575282.496955705; 6137465.249716142
 1089;En vía pública;C8-n71, Entre 1444/1442;En via publica; 575315.92368779; 6137394.481245158
 1088;En vía pública;c10_n13_Entre el 908/912;En via publica; 574694.017695918; 6136261.113959525
 1094;En vía pública;C8-n74;En via publica; 575389.77597014; 6137197.469946062
 1093;En vía pública;c10_n15_Entre el 944/942;En via publica; 574606.644322964; 6136321.552683673
 1095;En vía pública;C8-n75, En 1279;En via publica; 575399.686849661; 6137102.108439927
 1101;En vía pública;C8-n76, Al lado 1224 - Muro;En via publica; 575425.679186827; 6136975.579704295
 1106;En vía pública;C8-n79, Fte 1980;En via publica; 575491.886083382; 6136915.74828667
 452;En Vía Pública;C1-n14, entre el 334/324;En via publica; 572390.337263964; 6136612.574361802
 471;En Vía Pública;C4-n7, En 1379;En via publica; 574434.96712784; 6136135.163775001
 478;En Vía Pública;C4-n20, Fte 1235;En via publica; 574310.666526681; 6136880.788519274
 480;En Vía Pública;C4-n23, En 1367;En via publica; 574276.474262018; 6137161.71968172
 488;En Vía Pública;C4-n37;En via publica; 574172.998363523; 6137294.500394782
 489;En Vía Pública;C4-n43, Fte. 1262;En via publica; 574191.963163456; 6136934.815193241
 492;En Vía Pública;C4-n49;En via publica; 574227.1360309; 6136472.49137164
 516;En Vía Pública;C2-n2;En via publica; 573120.535275885; 6137506.40582605
 520;En Vía Pública;C2-n3, En 1524;En via publica; 573130.655614042; 6137407.583700511
 796;En vía pública;C2-n8, Fte. 1289;En via publica; 573170.121319796; 6136915.885864708
 812;En vía pública;C2-n23;En via publica; 573263.999671088; 6136868.687576544
 528;En Vía Pública;C2-n12;En via publica; 573172.922908701; 6136709.280367632
 550;En Vía Pública;C2-n32, Entre 1547/1545;En via publica; 573218.650401627; 6137449.840404481
 558;En Vía Pública;C2-n38, En el 1456;En via publica; 573347.802840755; 6137279.021019861
 570;En Vía Pública;C2-n56, fte.875;En via publica; 573342.40854448; 6136527.745447166
 586;En Vía Pública;C2-n79,fte. 1558;En via publica; 573422.708739596; 6137497.85861519
 588;En Vía Pública;C2-81, Fte. 1594;En via publica; 573419.274641357; 6137560.228521043
 597;En vía pública;C3-n4, Fte. 1005;En via publica; 573934.957951663; 6136403.645208031
 612;En vía pública;C3-n12;En via publica; 573883.836510042; 6136897.042896084
 631;En vía pública;C3-n22, en 1640;En via publica; 573866.745534234; 6137698.340069608
 760;En Vía Pública;C1-n38, Fte. 1467;En via publica; 572021.271001775; 6136926.746974418
 637;En vía pública;C3-n28, 1535 s_acera;En via publica; 573727.898687781; 6137462.538320546
 647;En vía pública;C3-n39;En via publica; 573674.578178592; 6136913.694046416
 666;En vía pública;C3-n57;En via publica; 573764.832694695; 6137051.675730694
 667;En vía pública;C3-n61;En via publica; 573754.751354522; 6137167.320914506
 761;En Vía Pública;C1-n39, Fte. 1430;En via publica; 572038.189132748; 6136859.026535788
 672;En vía pública;C3-n68, En 1515;En via publica; 573633.116084862; 6137433.222603587
 675;En vía pública;C3-n73, Fte. 1664;En via publica; 573609.28884747; 6137729.510074764
 767;En Vía Pública;C1-n58, En 1436;En via publica; 572222.954424927; 6136939.890829167
 685;En vía pública;C3-n75, En 1567;En via publica; 573522.782105238; 6137520.2273896
 765;En vía pública;C1-n56,entre el 1524/1526;En via publica; 572164.406900734; 6137102.361925374
 693;En vía pública;C3-n78, En 1437;En via publica; 573544.78097635; 6137232.021584128
 695;En vía pública;C3-n83;En via publica; 573582.084608706; 6136983.376572203
 696;En vía pública;C3-n85, Fte 1205;En via publica; 573596.526392562; 6136775.84030026
 723;En vía pública;C3-n41;En via publica; 573684.265055386; 6136787.057014635
 732;En vía pública;C3-n56, en 1308;En via publica; 573785.172764176; 6137003.762111289
 733;En vía pública;C3-n58, en 1341;En via publica; 573763.851851783; 6137061.974581269
 738;En vía pública;C3-n62;En via publica; 573755.218179347; 6137170.462571756
 788;En Vía Pública;C1-n93, ;En via publica; 572705.934888952; 6137281.463085511
 775;En vía pública;C1-n76, En 1470;En via publica; 572553.527984306; 6137153.775879028
 413;En Vía Pública;C1-n51;En via publica; 572281.442173909; 6137050.613008819
 461;En Vía Pública;C1-n21, Fte. 235;En via publica; 572241.496004344; 6136557.587012179
 483;En Vía Pública;C4-n29;En via publica; 574241.966195761; 6137617.1700724
 486;En Vía Pública;C4-n33, Fte. 1591;En via publica; 574149.113252182; 6137619.84783195
 497;En Vía Pública;C4-n60, En 1272;En via publica; 574097.297628432; 6136946.356399278
 707;En vía pública;C3-n21, en 1494;En via publica; 573858.076239205; 6137385.903210768
 605;En vía pública;C3-n7, en 1110;En via publica; 573917.772767854; 6136603.677317788
 610;En vía pública;C3-n6, Fte. 1056;En via publica; 573913.42340833; 6136492.788201363
 724;En vía pública;C3-n45;En via publica; 573700.24202016; 6136582.881468236
 721;En vía pública;C3-n31, esq. Libertador;En via publica; 573701.865393936; 6137299.071300534
 728;En vía pública;C3-n53, en 1300;En via publica; 573787.270712945; 6136988.311538287
 751;En vía pública;C3-n90, en 1130;En via publica; 573607.587207453; 6136609.264162528
 737;En vía pública;C3-n60, en 1367;En via publica; 573760.904813425; 6137100.473229262
 746;En vía pública;C3-n86, Fte 1205;En via publica; 573597.016814017; 6136771.916928613
 756;En Vía Pública;C1-n17;En via publica; 572217.377321858; 6136649.01057858
 758;En Vía Pública;C1-n31, entre el 1528/1544;En via publica; 571890.652954622; 6136993.501896114
 759;En Vía Pública;C1-n33;En via publica; 571971.977495362; 6137033.143441272
 763;En vía pública;C1-n53;En via publica; 572224.015799152; 6137187.63093001
 768;En Vía Pública;C1-n66, En 1318;En via publica; 572487.534131843; 6136790.581237145
 769;En Vía Pública;C1-n69;En via publica; 572735.609524288; 6136977.718055121
 826;En vía pública;C2-n50, En1241;En via publica; 573371.638241155; 6136818.251107066
 827;En Vía Pública;C2-n54;En via publica; 573385.390689767; 6136651.569541474
 829;En vía pública;C2-n58;En via publica; 573511.202756693; 6136516.241115317
 1035;En vía pública;C7-n61, En 2166;En via publica; 576023.165720847; 6137812.528158702
 835;En vía pública;C2-n68, En 1306;En via publica; 573476.897505341; 6136974.983176993
 836;En vía pública;C2-n74;En via publica; 573446.092855467; 6137190.38705221
 867;En vía pública;C4-n67, Fte. 1513;En via publica; 574058.957876118; 6137454.467819064
 876;En vía pública;C4-n83, En 1275;En via publica; 573986.014289997; 6136926.682873793
 1012;En vía pública;C7-n64;En via publica; 576124.970873634; 6137799.809728759
 1022;En vía pública;C7-n41;En via publica; 575703.172215802; 6138447.964474877
 1029;En vía pública;C7-n51;En via publica; 575915.236588673; 6137932.745034003
 1037;En vía pública;C7-n67;En via publica; 575974.642953331; 6138154.410926293
 1038;En vía pública;C7-n69;En via publica; 575956.478139471; 6138315.788056624
 1041;En vía pública;C7-n73;En via publica; 576014.669756898; 6138292.513077583
 1045;En vía pública;C7-n31, En 1639;En via publica; 575806.096362104; 6137862.171340879
 1047;En vía pública;C8-n3, En 2006;En via publica; 575624.955293457; 6137619.524208348
 1054;En vía pública;C8-n13;En via publica; 575812.228642949; 6137514.526906728
 1057;En vía pública;C8-n19;En via publica; 575818.009092729; 6137260.630796489
 1059;En vía pública;C8-n17, Fte 1405;En via publica; 575821.840781344; 6137387.676303724
 1067;En vía pública;C8-n46;En via publica; 575498.993100352; 6137560.256760932
 1092;En vía pública;C8-n73, En 1372;En via publica; 575374.010798046; 6137265.911486203
 1091;En vía pública;c10_n14_En el 932;En via publica; 574648.031710153; 6136291.990264253
 426;En Vía Pública;C1-n61, En 1535;En via publica; 572410.24384024; 6137223.23689517
 432;En Vía Pública;C1-n74, En 1549;En via publica; 572494.257711406; 6137280.136378495
 434;En Vía Pública;C1-n78;En via publica; 572645.876745352; 6136882.340422135
 462;En Vía Pública;C1-n25, Fte. al 1244;En via publica; 572162.217054486; 6136519.382949991
 799;En vía pública;C2-n10, En 1233;En via publica; 573166.073215126; 6136790.394619944
 466;En Vía Pública;C1-n41, En 250;En via publica; 572111.425526723; 6136927.040168482
 465;En Vía Pública;C4-n1, En 1591 ;En via publica; 574315.854485247; 6137634.92580365
 898;En vía pública;C5-n25, Fte. 1612;En via publica; 574578.926107519; 6137654.981950872
 472;En Vía Pública;C4-n51, Fte. 862;En via publica; 574267.656949852; 6136157.539273716
 475;En Vía Pública;C4-n12;En via publica; 574346.51537682; 6136428.650755824
 481;En Vía Pública;C4-n25;En via publica; 574265.205960614; 6137317.527746404
 899;En vía pública;C5-n26, Fte. 1668;En via publica; 574686.214255728; 6137714.597784611
 493;En Vía Pública;C1-n44;En via publica; 572104.830616218; 6136670.198491617
 500;En Vía Pública;C4-n68;En via publica; 574049.541140003; 6137562.867213955
 896;En vía pública;C5-n14, Fte. 1499;En via publica; 574405.409537139; 6137437.589396324
 510;En Vía Pública;C4-n87;En via publica; 573999.931024734; 6136708.813277592
 511;En Vía Pública;C4-n89_S/N;En via publica; 574011.427990757; 6136568.236771793
 531;En Vía Pública;C2-n17;En via publica; 573392.593778122; 6136571.76283149
 545;En Vía Pública;C2-n27, En 1378;En via publica; 573258.158871003; 6137104.013023193
 549;En Vía Pública;C2-n31, Fte. 1495;En via publica; 573239.687378827; 6137335.419772393
 823;En vía pública;C2-n47, entre el 1277/1281;En via publica; 573363.91762946; 6136904.662568732
 560;En Vía Pública;C2-n41, En 1395;En via publica; 573346.101131217; 6137146.287675886
 567;En Vía Pública;C2-n48, En 1257;En via publica; 573368.223355213; 6136866.35645686
 568;En Vía Pública;C2- n51;En via publica; 573376.306475519; 6136777.442133493
 569;En Vía Pública;C2-n54;En via publica; 573385.665877979; 6136652.791909823
 574;En Vía Pública;C2-n60, En 1148;En via publica; 573501.382126573; 6136630.244258443
 575;En Vía Pública;C2-n62;En via publica; 573494.149861036; 6136732.772258117
 577;En Vía Pública;C2-n64, En 1246;En via publica; 573485.641313345; 6136840.83081379
 578;En Vía Pública;C2-n66, En 1294;En via publica; 573478.409047808; 6136942.507958694
 900;En vía pública;C5-n28;En via publica; 574650.015946208; 6137618.471360678
 615;En vía pública;C3-n19, En 1440;En via publica; 573864.322612506; 6137287.845526354
 762;En vía pública;C1-n47;En via publica; 572484.372714567; 6137032.862400491
 745;En vía pública;C3-n77, esq. Uruguay;En via publica; 573531.719049793; 6137391.553201024
 780;En vía pública;C1-n85, En 1388;En via publica; 572796.63619015; 6137073.141777555
 784;En vía pública;C1-n88;En via publica; 573005.698464762; 6136959.684477405
 787;En vía pública;C1-n90, En muro 1443;En via publica; 573035.965138918; 6137289.423654957
 791;En vía pública;C1-n95, En 1466;En via publica; 572822.711032301; 6137244.836198512
 793;En vía pública;C1-n97;En via publica; 572749.378247343; 6137385.984691031
 802;En vía pública;C2-n13, En 1157;En via publica; 573178.663603596; 6136645.80323898
 808;En vía pública;C2-n18, En 1163;En via publica; 573279.500169841; 6136672.807130909
 811;En vía pública;C2-n21, En 1215/1217;En via publica; 573269.39429485; 6136779.56064643
 813;En vía pública;C2-n24_en el 1297;En via publica; 573258.605035072; 6136920.181829417
 906;En vía pública;C5-n31, En 1400;En via publica; 574762.670980291; 6137312.29615374
 910;En vía pública;C5-n35;En via publica; 574637.310940701; 6137391.154895071
 911;En vía pública;C5-n36;En via publica; 574596.658208877; 6137491.803867423
 921;En vía pública;C5-n44;En via publica; 574657.315082048; 6137977.766348747
 930;En vía pública;C5-n53;En via publica; 574776.192117034; 6137497.855874416
 396;En Vía Pública;C1-n10;En via publica; 572503.049476584; 6136653.838651218
 397;En Vía Pública;C1-n12;En via publica; 572404.099679735; 6136714.080037212
 883;En vía pública;C5-n2, En 1607;En via publica; 574349.840805071; 6137709.419542333
 888;En vía pública;C5-n5, Fte. 1532;En via publica; 574491.911508811; 6137443.694670672
 430;En Vía Pública;C1-n71, Fte. 1426;En via publica; 572672.84770111; 6137104.116697702
 890;En vía pública;C5-n9;En via publica; 574589.788640208; 6137235.789496598
 722;En vía pública;C3-n37;En via publica; 573671.897250187; 6136938.635694958
 632;En vía pública;C3-n26, Fte. 1691;En via publica; 573724.244064609; 6137770.416011762
 639;En vía pública;C3-n33;En via publica; 573671.379420054; 6137127.885917495
 669;En vía pública;C3-n64, En 1472;En via publica; 573757.118557222; 6137339.59899358
 713;En vía pública;C3-n24, en 1178;En via publica; 573888.225547194; 6137614.412296702
 726;En vía pública;C3-n46, Fte. 1078;En via publica; 573706.504763851; 6136514.850266377
 747;En vía pública;C3-n87;En via publica; 573604.232039786; 6136679.09987453
 739;En vía pública;C3-n63;En via publica; 573765.603652598; 6137226.47323331
 897;En vía pública;C5-n17, Fte. 1700;En via publica; 574455.877155868; 6137703.03628934
 901;En vía pública;C5-n29;En via publica; 574677.53645752; 6137561.098792781
 903;En vía pública;C5-n30, En 1499;En via publica; 574699.681193846; 6137470.364863118
 909;En vía pública;C5-n34, En 1500;En via publica; 574656.921935608; 6137342.155294133
 913;En vía pública;C5-n38, En 1606/1610;En via publica; 574575.265451216; 6137545.880004842
 918;En vía pública;C5-n41, Fte. 1803;En via publica; 574572.901680603; 6137983.223942975
 923;En vía pública;C5-n47, en el 1607;En via publica; 574777.316446783; 6137732.31519633
 925;En vía pública;C5-n49, Fte. 1539;En via publica; 574839.816119015; 6137636.649138764
